text,stars
"Recently bought a house and had issues with the speed and interference with the very many wifi networks around me.
I decided to go wired so after I did a lot of research on how to get a wire from my second floor to first floor for the entertainment center. I bought a lot of tools from Fry's electronics and then after I started actually looking at what I had to do, I realized it would not be something I can do myself.

I called good guys electric and they came over and ran a couple of wires using CAT6 instead of the CAT5 I would have used through the (nail-ridden) attic and through walls without any wires sticking out while they kept away from the electrical wires to prevent interference.

I returned the tools and wire I got from Fry's electronics and that made the install very affordable.

I'm very happy with the quality of my network speed now, being able to stream HD content from my server upstairs to the TV 200 feet away.

After completing the network-wiring job, I had them install a new chandelier on a remote-controlled dimmer switch which was done quickly and works great",5
"Consistently great service. Pretty standard food quality for a high end chain. Have really enjoyed this location both when busy and quiet.  Cocktails aren't particularly exciting or strong, but a great wine selection makes up for it.  Best way to describe the experience, 'consistent'.",4
"Healing hands!  A dedicated, professional  therapist/intricate bodyworker who listens to your needs to develope an individualized treatment.  Focused in addressing  my health concerns and goals.  A message like no other that left me  feeling restored with the added bonus of ""spot on"" nutritional advise ... an overall concern for your good health!   To feel renewed ... highly recommended!!!!!!!!",5
"Places like Made make me realize that there is hope for my life in Phoenix.  It is a cute converted house shop that carries a wide array of stuff that you won't find easily elsewhere.  

There is lots of cute baby stuff that I would laugh at if I ever saw a baby wearing.  The jewelery is unique and cool- it made me feel like I had etsy right in front of me, live!  They have some good books around and some key David and Goliath pieces.  

I heart places like Made, so therefore I heart Made.",5
"This place used to be quite good but I think they may have had an ownership change recently.  Over the past 12 months or so we have seen the quality of the food and service level both drop to unacceptable levels.

The food is overall average - the fajitas down right poor and the drinks very inconsistent.  They do get somewhat busy with a bar crowd but that too seems inconsistent so when they do get busy the service gets very bad.

When service deteriorates the Manager (or owner, I'm not sure) seems to hide from customers. 

Overall, make the trip down to Shea Blvd and find much better at better prices.",2
"I'm generally very fond of Rubio's, but this location just isn't up to snuff. The food is good, but somehow not quite as good as other locations (it doesn't seem as fresh). The restaurant isn't as clean as it should be, the tables are always kind of sticky, and the restroom... well, it smells like swamp gas (and not just once). Also some of the seats are town and have been ""repaired"" with large amounts of tape (the tape is worn and sticky and if you're a dude wearing shorts, it will pull the hair right off your leg!) ...To be fair, I guess it could pull the hair off a non-dude's leg too, but let's just not go there.",2
"came out last night with a few friends. The bar was cool, but I'm really not a fan of the crowd in Old Town. The drink prices were not bad, but it was a blast dancing outside. Overall a pretty cool spot.",3
"Terrible coffee.  So bitter I would have to dump a quarter cup of cream and several heaping tablespoons of sugar into this cup-a-joe to overpower the flavor...  but at that point, why wouldn't I go all out and find myself a milkshake or some other creamy sugary treat?  



The muffins are the size of your head.  Lots of calorie-laden treats.  I had some carrot cake once and it had that stale refrigerator flavor in the icing.  What a waste. 



My advice, walk across the street to Starbucks. At least you'll get a mediocre cup of coffee instead of a bad one.",2
"This place rocks!!  We bought 750 sq ft of tile a few months ago to install on our own and we had no idea what we were doing.  They helped us every step of the way. We made several visits over the course of about 3 months and everyone we talked to was helpful and knowledgable. I will absolutely go back when we re-do the floors in the rest of the house.

And the prices are the best.  I am a bargain shopper and will research prices for months before making a large purchase and that is exactly what I did when we embarked on this project.  I researched prices all over... online, in stores, with contractors, etc and Floor and Decor by far had the best prices.  The entire floor cost less than $1500 in tile, materials, and tools. It looks beautiful and I couldn't be happier!",5
"I just moved to the area so use Yelp but was very sad that the experience here was not worth making a return visit.  The only reason I am posting is because it has not been reviewed in so long.  

I did not like how the spa pedicure was one price and then things you would expect in a spa pedicure was ""upgrades"".  I want to ask for a pedicure and then lay back enjoy the chair and some reading.  

After the pedicure, the woman left me in the chair for my nails to dry and think she completely forgot about me!  I would have left if she had put my flip flops on before painting my nails. 

Their child was cute, but I do not go to get a pedicure to play games with other peoples children.  

Then to top it off, when I paid she asked for my pin as she was walking away (again)....no pin, it was a credit card....usually this would not bother me but I was already frustrated at this point.",2
"The wood saw is always out of service...
The garden department is nice, but the staff is a little strange.

This location never seems to be busy, so check out times are short. 
The prices are higher than ""another"" home improvement store just east on Baseline.

Meh.",2
"After hearing good things about the Scottsdale location, I was looking forward to lunch at Arcadia Farms when visiting the museum for the Ansel Adams showing.  Unfortunately, it was a little disappointing.

Service was painfully slow.  I'm not sure if that was the kitchen or the server, but in either case, I was not impressed.

We started with the baked goat cheese.  For some reason, I envisioned the caramelized onions and roasted tomatoes atop the cheese, but everything was combined.  While it was quite good, only the bottom portion was hot.  The rest of it was only lukewarm.  I wondered if perhaps the dish is prepared ahead and refrigerated, resulting in the uneven temperature.

We also shared the smoked turkey and warm brie sandwich with white bean salad.  They generously served each of us a full side of the salad with our half sandwich, which was more than enough.  Although the sandwich had just been grilled, the inside was still somewhat cold.  I also would have preferred just a little more apple, but overall, it was A-OK.

The white bean salad with red peppers and possibly cucumber if I remember correctly was sorely lacking in flavor.  Salt helped, but not enough to save the dish.  If it was dressed with anything other than oil, I missed it.  

Arcadia is just fine if you're already at the museum and looking for a bite.  Otherwise, I don't know that I would return.",3
"When I was in highschool various clubs used to sell Karsh's bagels around campus to raise money. I would buy a bagel and cream cheese and hide it in my backpack to munch on during class. Soooo good!
 I was feeling nostalgic one day and decided to pop in for a bagel and cream cheese. 
The guy behind the counter was nice enough, I told him my order which came to $2.95 or something just barely under $3.  I had failed to notice the sign which said they do not accept credit cards for purchases under $3. I apologized and said I didn't have any cash and offered to run the the ATM.  The guy behind the counter very nicely asked other lady behind the counter  (the owner? manager on duty maybe?) if she would let me use my card. She looked right at me all stink-eyed and said ""No"" and returned to what she was doing. No apology, no ""I'm sorry but there is an ATM at so and so...."" Very curt. 
Thanks a lot personality plus! I will not be returning and I hope you choke on a matzo ball. 
Shame too, I loved those bagels.",1
"I finally saved up the amount I am willing to spend to make my backyard not look like tent city. mind you, i have never been to tent city but i have a feeling they look similar. minus the pool. 

my backard is set up where the pool takes up the entire yard and then a maximum of 5 feet surrounding rock space around the entire pool. welcome to my backyard.

this makes planting difficult. my original dream was to plant oleanders along every wall, let them grow super tall to block all of my neighbors and give me the privacy i've always wanted to skinny dip all summer long. don't judge.

I wanted oleanders because they sounded like a match made in heaven for my lack of green thumb. they're cheap, they flower, they grow fast and they're impossible to kill. well, i found out oleanders roots are too aggressive to be that close to my pool so sadly, no go. (i only have 5 ft, they need 10-15ft) 

I called moon valley to get some ideas so I could do research root systems. the guy on the phone just wanted to get me there. i told him i was looking for suggestions before heading there on this rainy day and he just kept saying in the cheesiest voice known to man 'oh ya, come on down, we have hundreds'.

you have hundreds of plants that are identical to oleanders minus the roots and resemble in price? really??? please list them so i can find out if you're a big fat liar. nope, not listing them. only wanted to get me there. i decided not to go because 1. it's raining, 2. he lied and said oleanders are ok. i just have to have the drip system on 24/7. thanks for your freakin help.  3. he's a liar so even if i went they would lie to me. 4. i hate liars 5. i went in before in the past and told them what i wanted, they gave me a free backyard design and they completely didn't listen to me and created a backyard that cost 2k. who do they think i am? i live in mesa for crying out loud. not paradise valley. i wasn't going to let them waste my time like that again. 

if you're wondering why i could give them a 2nd chance after that- it's bc this time *I* was going to wear the pants in the relationship.

you could have had my entire (low) budget moon valley, but the unwillingness to help or be honest means i will be going elsewhere. someplace that will straight up say 'i can fulfill your skinny dipping in privacy dreams, while making your backyard look pretty as cheaply as possible and i won't destroy your pool while i'm at it'",2
Best customer service you can find! I buy all of my reptiles and feeders from these guys!James the owner is awesome and very eager to answer any and all questions you have.he will even probe your snakes for free!Every animal i have bought from them has been in tip top shape!Their prices are great and the employees are awesome!I suggest them over any and all shops in the east valley including az reptile center and predators.Give em a shot you will be glad you did!,5
"Staying at the Royal Palms has been on my bucket list for a while now, because I've stayed at just about every other resort in town that I've really wanted to check out.  Oddly enough, this also happens to be the closest one to where I actually live, so it seems strange to drop a load of cash to stay in a hotel four miles away from home.  

No matter, last month was my golden birthday and this is where my lovely girlfriend decided we were going to stay.  Score.  We had my party (a surprise, nicely pulled off) and we invited a bunch of people back to our room afterwards to continue the festivities.  It was a pretty standard room, a bed, fireplace, a couple of chairs, big bathroom, a table and chairs on the patio (I believe they call it a valencia suite).  Life was grand.

Until the morning.  *bang bang*  WTF is that noise?  *bang bang*  There was pounding and various noises coming from the room next to us, and it wasn't happening on the bed.  Are they really doing construction at 8:15am?  It continued.  My girlfriend called down to the front desk.  The noise stopped.  Then it continued.  *bang bang*  We were about to lose it. They called our room, ""do you mind if they continue working?"".  Actually, we had just fallen back asleep...

So this is not how the Royal Palms treats their guests.  No, any resort with a Director of Romance is serious about making their guests stay enjoyable, so I knew this was not normal.  A conversation took place, and profanity and yelling wasn't even necessary.  Essentially, they were going to comp our room, but they offered that we stay another night in the presidential villa for the same price...how could we say no?

I hung out at the resort all day because I was feeling miserable.  They comped lunch, and about 4pm, they moved us to our new room.  Nice place, the presidential villa.  It's actually only one bedroom, but has a huge living room, dining room, kitchen, two fireplaces, three patios with fireplaces and water feature, old-school tub, double-shower with outdoor shower, a bidet,  you know...typical amenities.  I was still feeling terrible (yay, the flu!) , so we opted to order room service from T. Cooks.  Naturally, if they hadn't done enough, they comped dinner as well.

We had an extremely atypical experience at the Royal Palms our first night, I have no question about that.  But they more than made up for it.  They were gracious, they smiled, they apologized, and they made it right immediately.  I can't ask for anything more from that from a place that prides itself in its customer service.  

I would not hesitate to stay here again.",5
"repeat after me:
creamy polenta covered with young brocolli stems and seared sea scallops!!!!!!!!!
yum.
repeat after me:
buratta with charred bread, heirloom tomatoes and drizzed with olive oil!!!!!!!!!
yum.
repeat after me:
asparagus, radiccio and hearts of palm salad with truffle oil!!!!!!!!!
omg yum.
repeat after me:
chicken stuffed with marscapone cheese, fig and other stuff that's really yummy!
yum.
repeat after me:
spicy spagetti with fruite de mare - clams and mussells!!!!!!!
yum.
repeat after me:
ravioli stuffed with goat cheese and other yummy stuff!!!!!
yum.
cute and attentive waitier:  yum :)

i stayed at the firesky and had dinner at taggio for two nights in a row - not by design but necessity and i'm here to report that even though i didn't choose this restaurant for both meals, i'd come back again in a heartbeat.",4
"Good prices but this please is honestly not worth the hassle. First of all you have to leave your purse at the counter. I am not comfortable doing that anywhere. Who does that? The only place I have ever seen this before was ASU's bookstore. 

Then you walk in this warehouse that has NO air conditioning!!! I made the mistake of going yesterday in the middle of the day (111 degrees out, yikes!) Then you get inside and you have to carry a catalog to refer to for prices since items are unmarked in large boxes. 

If they had a/c it would have been worth it to save a few bucks on the toys my dog destroys in minutes but no air conditioning??? IN ARIZONA?? Madness!",1
"Kristi's review said, ""Great romantic spot to bring a date. Secures that you will be getting action later, trust me."" Well, that's good enough for me. And before the Yelp paparazzi shows up to muckrack... no I didn't take Kristi to Cheuvront's. I know better than that - I only hang with Kristi at dive bars. 

So I did take my lovely date to Cheuvronts. The decor and ambiance - think wide open and urban and dark without being too dark. It really set a mood. We ordered a bottle of wine from a fantastic list, along with a cheese plate and a pate plate. We had them select the cheeses to pair with the wine we had chosen with a few instructions as to cheese preferences. They have a selection of pates as well, and we had them choose similarly.

The cheese plate contained three cheeses, all superb. It was served with (good!) bread, some nuts, and some dried cranberries. The two pate plate was similarly served with bread and dark, delicious mustard. The pates were fantastic - the cheese plate and pate plate seemed destined to be served together. 

The food and drink were great, the service a little spotty especially since there weren't that many people in there. I'm guessing the waitress just didn't want use to feel like she was bothering us. After taking our time to enjoy the wine, cheese, and pate, we were both feeling full with no room for even dessert. 

Overall, a great meal, my date thought it was one of the best places she had ever been to, and I'm clearly going to have to pay more attention to Kristi's reviews.",4
"Where to begin?

This is my favorite Mexican food establishment ever. I've been frequenting Carolina's for years and never once have I been disappointed. Some might compare it to Filiberto's or any of those [insert surname here]berto's but this is on a whole different level.

Atmosphere-wise it's one step above a sketchy hole-in-the-wall but the food makes up for everything the appearance of the place lacks. I don't know their secret but their beans, the tortillas, the salsa... it's all to die for. And IT'S. SO. CHEAP. Like, seriously, I'd dish out more money for this food but the fact that it really is that cheap is the icing on the cake. 

It's almost always busy but it's always worth the wait. Always.

If you haven't gone... you're missing out.",5
"I dined at this restaurant on a Saturday morning and was actually the very first guest.  I got greeted by the hostess and was promptly seated.  The service was phenomenal from when I walked over the door step and the ambiance is the restaurant was amazing .  I ordered the smoked salmon as an appetizer and the daily scallop special as the entree.

When my salmon dish came out I said to my self ""WHAT in the hell?"" Two extremely thin slices of salmon, little salad, and a piece of bread with some aioli on the side.  Salmons cheap and they charged me $15 for this crap?  I work in the food industry and the food was crap.

Next, the entree.  The waiter described the the scallop dish like it was heaven on earth.  Explaining to me how delicious this special was.  So I took his advice and ordered.  When the dish came out I said to my self again ""What in the HELL?""  Four small scallops, 2 baby carrots, broccoli rabe, and cilantro sauce.  The scallops weren't seared enough, the broccoli rabe was brown and mush, and the baby carrots were still raw.  The funny thing was.  The sauce didn't even resemble any cilantro flavor at all.  I could of made this dish 1000x better and the entree took a big hit in my wallet, $32 for crap.

The meal came out to roughly $60 and I left that restaurant to never try it again.  I could of gotten some pho for $8 would of been a hundred times happier than spending money that wasn't even mediocre.",1
"No cover and outdoor misters. Decent crowd, overpriced drinks, teeny dance floor, good selection of d'bags to giggle at. It's A.) a club, B.) in a chain hotel, C.) in Scottsdale, fer chrissakes. What more could you ask for? My only hangup was how dark they keep it in there. People in Scottsdale are generally good looking, so a little more lighting in there isn't going to hurt business one bit. 
Overall... this place doesn't feature anything that really stands out.",2
Had just gotten off a long flight and wondered into Aunt Chiladas for the first time.  Loved the food and the margaritas !!  Will go back again.,4
"Before a Suns game recently, my Family and I stopped into Blue Hound for some drinks and appetizers.  We attempted to go to Arrogant Butcher (been there many times), but it was packed.  Having heard good things from another family member, we decided to give Blue Hound a try, and I'm glad we did.  The inside decor is trendy and simple.  We sat at the couch by the door (since that was what was available) and were quite comfortable - except for the occasional draft from the door.  Our waitress was ok, she wasn't entirely too friendly, but she took care of our needs.

As for the food, we ordered pretty much all the appetizers.  The biggest highlight was the scones with bacon jam.  In fact, it was so good, it's inspired me to make these two things at home to see if I can replicate it.  We also had the popcorn, which was good and the sliders, which were alright.  The pizza with duck was great (could have been crisper) as was the other items we had.

Based on the previous reviews it seems this place, being new, might be hit or miss.  I'd say give it a try if you're in the area... why not?  Trust me, it's worth a visit for the cheddar scallion scones with bacon jam!",4
"The food was amazing and beautifully presented. The atmosphere was clean, quiet, serene.",4
"fry's is conveniently located at w germann rd and s alma rd, has a reasonably large selection, and prices are fair.  when grocery shopping, i look for and purchase items based on the best value in terms of product, freshness, selection, and convenience.  i check the weekly sale ads and circle the best buys usually at 3 different food & drug stores.  since these are consumable, recurring items, i will look for opportunities to stock up when great deals come up. the site is clean, well stocked and well organized. common purchases include some baking goods, packed meats, breads, cereals, canned products and eggs. a surprising find...there's a sushi kiosk at the back of the store near the packaged meats section.  so, i buy the freshly made sushi - spicy crab roll, cali roll and tuna roll. it's actually really good.  i usually shop for produce elsewhere, same with laundry products, beauty products and dog food.  those reviews to follow soon.  scored a little lower since parking is usually a near-accident on the weekends, with so many vendors and customers-in-such-a-hurry at that busy shopping center.",3
"I had a good time at Monkey Pants, we celebrated a buddy leaving for basic training. I will have to go back again. And the one o'clock shirtless shot was awesome. Sorry I don't have more to report because I was drunk and don't remember much else, so that tells you it must be good.",3
"Sushi is absolutely nothing to write home about. They have happy hour all day everyday, which is a great way to start your night. The Korean pork tacos are bomb! Great location in Old Town Snottsdale. Love the staff and atmosphere!",3
"Chain restaurant that's just about okay for afternoon dining with friends. If I wasn't having beer at lunch I'd probably suggest eating someplace else. Food is good but in my experience their beer makes the meal. I've eaten here about half a dozen times during the past few years when in town for business weekends.

It is centrally located on the corner of Mill and Fifth Street in downtown Tempe, amongst quite a few other local restaurants. During my most recent visit I ordered a steak at lunch along with one of the seasonal brewed beers. Steak was okay but I wouldn't order it again. Beer was exceptional, so I wasn't unhappy overall.

I love burgers and I think I'll stick to that as my primary choice when eating here in the future. I can't think of any times when service was particularly unsatisfactory, nor were there times when service really stood out as exceptional. I have almost always eaten here on a Saturday afternoon, and it's typically been fairly busy during the lunch hour. Never had a problem getting a table, which is important since I'm usually heading back for an afternoon conference session.

I love the big glass beer mugs (not sure what size they are) but I can't always down the whole thing during a short lunch break (I'm a lightweight).

Overall, good place to eat if you're hungry and in the downtown area, but I wouldn't go out of my way to get here.",3
"Was a bit dissapointed after reading reviews here! I had the fijitas, wife had tacos. Didnt think the inferno  (green hatch chili)was all that hot!!!
The Taco meat was not spiced bland. Best part of the meal was the bean dip and chips even the salsa was nothing great!!! At least the beer was cold   ut at 13.00 a pitcher it better be!!!",2
"I haven't been here in a while.  I like how they have remodeled this Fry's, even though it is not even 5 years old, they revamped it a little.  Today they had awesome deals for certain participating items.  I am glad I read the flyer I got in the mail.  I am glad I have their VIP card, I got a lot of stuff for only $45.",4
OMG this place is good. Great Italian beef. Great burgers. FRY SAUCE. I don't know how they're pulling off such good food with what they have but it's awesome and I will be eating here if I'm in the area and hungry.,5
Honestly I don't get it.  I went to Dos Gringos with a good friend of mine last weekend.  I had never been to Phoenix before so I was excited to see what the city had to offer.  After entering Dos Gringos we sat at our table for 21 minutes before a waitress came to our table.  She brought us 2 beers and never came back. After 40 minutes we decided to check out a new bar since we obviously weren't welcomed at Dos Gringos.  So we went up to the bar where I waited for 5 minutes so the bartender could take some pictures and shots with her friends.  What I didn't understand was there were maybe only 20 people there and at least 6 people working.  If I was the owner or manager I would be embarrassed to say that you run that establishment.  I will never return and I highly recommend you stay away from Dos Gringos as you will be disappointed.,1
"Quite possibly the best place to eat in Mesa. Let me tell you what you are in for if you go. 

The CPC has taken these pilgrim pockets to the next level.  Personally I would recommend The Royale With Cheese or the Shepard's Pie. The pies take a while to make so now would be a good time to order drinks as well. If you are the beer drinking type I would suggest the Hoegaarden it's the best I've ever had. If you are looking for something more stimulating you may want to try their Irish Car Bombs. Or if you are you are up to it go with both.

When your pasty arrives don't touch the plate! It could be scorching bloody hot. Your pasty is probably going to take a few minutes to become edible as well, just stay clam it will cool soon enough. 

When you have finished eating get the apple stuffed pasty for desert. By now you will feel very full, I know, I do it every time and the only thing I can say is that it was worth it.

Cheers!",5
"This pizza always tasted great but lately I feel like they have cheapened their ingredients. I realize its $5 pizza but it just tastes different to me now. If it weren't for the flavored crust I would not come back. 
But the main reason I have not returned to Hungry Howie's is because the last time I wanted to place a pick up order I was turned down. I asked for a reason and was told that they received a very large company order and they were not taking regular orders at that moment. 
You'd think they would be able to accommodate everyone even if a large order was placed.",2
"I came here with me sister Cher, who really likes this place. I'm so used to food being prepared by cooks and brought to me. So, I'm not used to having to prepare my own food via restaurant. I love to cook from recipes, so why should this be any different, right? 

As we arrived there wasn't that many people, I was relieved and allowed me to ask my sister 101 questions about what to do. I ended up making a concoction of beef, carrots, broccoli, rice noodles, sprouts with chef's favorite sauce. It turned out good but I know that I was missing something. I tried some of my sisters bowl and that was really good.

So, this place is a build-your-own bowl, piled high if necessary, and watch it cook right in front of you.

It was a little overwhelming at first, but if I continue to go there, I will get accustomed to the process.",3
"Nice selection of stuff, but they have so little help available you will wait for darn near forever to get fabric cut, THEN wait in line forever to pay.  For such a giant store, it appears there are 3 employees.  That's it.  I miss Hancock Fabrics, THEY knew how to treat customers.",1
"Love this Cold Stone if only for the fact that around the time you would be leaving dinner in one of the close restaurants, the strip mall this location is in is basically shut down. We didn't have any wait whatsoever.",3
"I have used Sandella's on three different occasions for catering lunches to business offices. 
Jeff ( owner) does a fantastic job at not only running a great business but also with the quality of food he prepares for customers and excellent customer service and catering as well. 
My offices that I bring lunch to love this food fare. It is a healthy alternative that many of my offices are craving after having so many lunches brought to them that weigh them down and make them feel like going to sleep after lunch. As a part of our healthcare community this food is something I feel confident about bringing to my colleges and offices that I visit. It taste great, it is made with only the best ingredient personally selected by Jeff and it is best of all , healthy.",5
"Every friday, my dad and I eat here. We order the same thing... pizza wraps. they are good and fillng. iced tea hits the spot. Typical strip mall pizza.",3
